ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
398	0,0	0,0			178	99
399	0,0	0,0			198	99
400	0,0	0,0			198	99
401	0,0	0,0			198	99
402	0,0	0,0			198	99
403	0,0	0,0			198	99
404	0,0	0,0			198	99
405	0,0	0,0			198	99
406	0,0	0,0			198	99
407	0,0	0,0			178	99
408	0,0	3,1			181	99
409	0,2	0,0			198	99
410	11,13	63,49			194	99
411	292,172	2992,1953			198	99
412	0,0	0,0			198	99
413	0,0	0,0			198	99
414	612,408	0,0			198	99
415	0,0	0,0			198	99
416	1,0	926,707			198	99
417	4,3	1097,746			198	99
418	1,1	1010,659			198	99
419	37,20	7,13			198	99
420	92,107	882,1120			184	99
421	298,465	4,2			198	99
422	33,14	3064,3434			187	99
423	21,16	8,3			198	99
424	4,7	0,0			198	99
425	1,0	0,0			198	99
426	0,1	3,3			198	99
427	52,29	0,0			101	99
428	0,0	0,0			198	99
429	4,6	2,0			198	99
430	1,1	12,9			198	99
431	0,0	0,0			164	99
432	0,0	0,0			182	99
433	4,14	5,59			198	99
434	2,0	0,0			198	99
435	1,2	0,10			193	99
436	8,13	12,6			195	99
437	175,108	0,0			168	99
438	158,125	1,0			198	99
439	0,0	0,0			198	99
440	0,0	0,0			198	99
441	0,0	0,0			198	99
442	3,9	46,171			198	99
443	7,28	57,173			185	99
444	0,0	0,0			198	99
445	15,16	0,0			198	99
446	19,16	9,11			198	99
447	22,16	0,1			182	99
448	44,34	7,7			198	99
449	1,4	1,0			198	99
450	12,9	0,0			198	99
451	0,2	1,5			182	99
452	3,7	5,4			198	99
453	5,3	0,5			185	99
454	0,0	0,0			184	99
455	0,0	0,0			186	99
456	0,0	0,0			182	99
457	0,0	0,0			198	99
458	3,5	89,54			198	99
459	13,18	5,66			179	99
460	3,18	19,178			198	99
461	5,10	247,467			198	99
462	0,0	0,0			198	99
463	0,0	0,0			100	99
464	447,478	0,0			198	99
465	129,264	90,52			198	99
466	113,267	87,59			198	99
467	345,237	12,19			198	99
468	329,240	8,8			198	99
469	672,804	0,0			178	99
470	0,0	0,0			198	99
471	34,30	0,0			173	99
472	74,30	670,461			183	99
473	39,55	0,5			198	99
474	38,66	25,67			198	99
475	0,0	0,0			169	99
476	0,0	0,1			198	99
477	9,4	20,99			198	99
478	9,5	0,0			198	99
479	13,103	1,1			198	99
480	9,4	107,511			198	99
481	22,12	431,428			198	99
482	30,15	2,0			198	99
483	566,344	19216,21692			198	99
484	10033,9626	6,2			198	99
485	55666,44583	5,4			198	99
486	417,261	60204,45107			198	99
487	123,103	0,1			198	99
488	263,132	326,261			198	99
489	118,92	32980,24859			198	99
490	110,71	1,1			198	99
491	55,71	8476,10486			198	99
492	117,91	13632,12348			198	99
493	124,134	0,0			198	99
494	114,109	13464,12545			198	99
495	0,0	0,8			182	99
496	48,52	649,615			191	99
497	0,0	0,1			198	99
498	13,10	58,53			198	99
499	23,10	6,6			198	99
500	20,11	55,52			198	99
501	17,22	17,16			198	99
502	20,22	898,1551			198	99
503	36,17	155,96			186	99
504	234,145	0,0			100	99
505	263,382	154,117			198	99
506	30,16	395,393			170	99
507	9,14	0,0			198	99
508	10,15	130,84			198	99
509	10,15	0,0			198	99
510	1,0	0,0			170	99
511	16,42	160,188			198	99
512	1,0	174,80			198	99
513	13,17	2,2			198	99
514	10,12	150,223			198	99
515	29,14	1264,1158			198	99
516	38,24	0,0			198	99
517	56,46	0,0			198	99
518	21,17	2228,1669			198	99
519	10,7	822,567			198	99
520	9,1	0,0			198	99
521	7,2	0,0			198	99
522	15,10	258,199			198	99
523	160,187	1,0			198	99
524	3,1	269,270			198	99
525	3,6	0,0			144	99
526	2,1	207,153			176	99
527	6,0	0,1			198	99
528	1,0	0,1			198	99
529	0,0	1,1			198	99
530	0,1	0,1			198	99
531	0,0	0,1			198	99
532	18,14	6,0			198	99
533	18,8	238,134			198	99
534	27,19	0,3			198	99
535	38,16	75,44			198	99
536	13,28	0,0			198	99
537	15,13	243,166			172	99
538	2,0	24,62			198	99
539	42,45	43,29			182	99
540	56,65	1028,705			197	99
541	0,0	0,0			198	99
542	4,0	0,1			198	99
543	8,18	52,180			198	99
544	0,0	0,0			198	99
545	0,0	0,1			198	99
546	0,0	0,0			198	99
547	0,0	0,0			198	99
548	0,0	0,0			198	99
549	0,0	0,0			198	99
550	57,82	35,76			198	99
551	5,26	0,0			198	99
552	2,3	0,0			198	99
553	2,3	24,17			198	99
554	82,70	0,1			198	99
555	48,64	0,1			198	99
556	12,5	205,226			198	99
557	4,1	406,363			198	99
558	0,0	0,0			100	99
559	3,3	2,5			198	99
560	160,260	0,1			198	99
561	34,58	0,0			198	99
562	0,0	0,0			198	99
563	54,33	1504,900			198	99
564	20,13	1304,939			198	99
565	1,4	0,0			183	99
566	53,41	10372,9676			198	99
567	113,70	7544,9168			194	99
568	151,122	8043,8430			198	99
569	3632,3533	179,151			198	99
570	3,2	492,290			192	99
571	0,0	292,232			197	99
572	32,88	0,0			101	99
573	27,22	89,107			198	99
574	2,3	43,28			183	99
575	0,1	0,2			187	99
576	60,54	4,1			198	99
577	2,4	13,21			194	99
578	2,8	6,14			198	99
579	19,17	0,0			198	99
580	10,13	16,9			198	99
581	1,0	0,0			172	99
582	46,31	53,80			198	99
583	13,12	1874,1710			198	99
584	91,110	702,893			174	99
585	78,94	1780,2560			175	99
586	1,0	3,0			198	99
